qkey,attribute,channel,class_idx,class_label,magnitude,talktuner_default_magnitude,declaration,n_options,option_letters,options,response_distribution,question,seed
BETTERBIZ2F2C_W36,age,declared,0,child,,7,I am a child.,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.18131575, 0.05829255, 0.76039171]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,age,steered,0,child,0.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.15497845, 0.13050492, 0.7145167]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,age,steered,0,child,1.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.16999142, 0.14575678, 0.68425184]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,age,steered,0,child,3.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.22514141, 0.19965911, 0.57519954]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,age,steered,0,child,5.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.28443205, 0.27114204, 0.44442594]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,age,steered,0,child,7.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.31688917, 0.36154553, 0.32156527]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,age,steered,0,child,9.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.30884898, 0.44849581, 0.24265522]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,age,steered,0,child,13.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.26656157, 0.5582813, 0.1751571]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,age,declared,1,adolescent,,7,I am an adolescent.,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.15033668, 0.05267017, 0.79699314]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,age,steered,1,adolescent,0.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.15497845, 0.13050492, 0.7145167]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,age,steered,1,adolescent,1.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.17342655, 0.12712964, 0.69944382]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,age,steered,1,adolescent,3.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.20179084, 0.12745444, 0.67075473]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,age,steered,1,adolescent,5.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.22459069, 0.14614394, 0.62926537]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,age,steered,1,adolescent,7.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.26963538, 0.18860385, 0.5417608]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,age,steered,1,adolescent,9.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.28797629, 0.23676719, 0.4752565]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,age,steered,1,adolescent,13.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.21434356, 0.31965372, 0.4660027]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,age,declared,2,adult,,7,I am an adult.,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.09944464, 0.06547264, 0.83508271]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,age,steered,2,adult,0.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.15497845, 0.13050492, 0.7145167]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,age,steered,2,adult,1.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.14673448, 0.12392534, 0.72934014]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,age,steered,2,adult,3.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.14065753, 0.11729445, 0.74204803]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,age,steered,2,adult,5.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.16354617, 0.11907011, 0.71738368]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,age,steered,2,adult,7.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.21379955, 0.12507406, 0.66112643]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,age,steered,2,adult,9.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.26576081, 0.13181837, 0.60242075]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,age,steered,2,adult,13.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.29060015, 0.14541118, 0.56398869]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,age,declared,3,older_adult,,7,I am an older adult.,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.12814572, 0.08379417, 0.78806007]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,age,steered,3,older_adult,0.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.15497845, 0.13050492, 0.7145167]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,age,steered,3,older_adult,1.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.13601454, 0.13299358, 0.7309919]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,age,steered,3,older_adult,3.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.11754806, 0.14458658, 0.73786533]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,age,steered,3,older_adult,5.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.10151137, 0.14914759, 0.74934101]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,age,steered,3,older_adult,7.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.0830163, 0.14684087, 0.77014285]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,age,steered,3,older_adult,9.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.06607857, 0.14603016, 0.78789127]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,age,steered,3,older_adult,13.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.07170495, 0.12197423, 0.80632085]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,education,declared,0,some schooling,,7,I did not complete high school.,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.11912221, 0.10410337, 0.77677441]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,education,steered,0,some schooling,0.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.15497845, 0.13050492, 0.7145167]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,education,steered,0,some schooling,1.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.19819531, 0.16576017, 0.6360445]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,education,steered,0,some schooling,3.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.31595591, 0.25239447, 0.43164966]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,education,steered,0,some schooling,5.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.40489843, 0.33281651, 0.26228511]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,education,steered,0,some schooling,7.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.39778402, 0.38422999, 0.21798594]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,education,steered,0,some schooling,9.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.35575616, 0.43967575, 0.20456807]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,education,steered,0,some schooling,13.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.21006633, 0.66227287, 0.12766075]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,education,declared,1,high school,,7,I have a high school education.,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.07752975, 0.05489634, 0.86757392]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,education,steered,1,high school,0.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.15497845, 0.13050492, 0.7145167]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,education,steered,1,high school,1.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.13521117, 0.11358159, 0.75120723]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,education,steered,1,high school,3.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.11339734, 0.11619989, 0.77040279]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,education,steered,1,high school,5.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.1258921, 0.16435467, 0.70975322]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,education,steered,1,high school,7.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.18227389, 0.24744159, 0.57028455]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,education,steered,1,high school,9.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.28537533, 0.2837081, 0.43091661]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,education,steered,1,high school,13.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.50806236, 0.18257605, 0.30936149]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,education,declared,2,college and more,,7,I have a college education or higher.,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.11105513, 0.0627236, 0.82622135]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,education,steered,2,college and more,0.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.15497845, 0.13050492, 0.7145167]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,education,steered,2,college and more,1.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.13784774, 0.13988185, 0.72227043]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,education,steered,2,college and more,3.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.12364364, 0.19075643, 0.68559986]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,education,steered,2,college and more,5.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.14406836, 0.27715716, 0.57877445]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,education,steered,2,college and more,7.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.18495363, 0.35098031, 0.46406609]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,education,steered,2,college and more,9.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.21412377, 0.40712991, 0.37874633]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,education,steered,2,college and more,13.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.22992234, 0.49056318, 0.27951446]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,socioeco,declared,0,low,,8,I have low socioeconomic status.,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.03774472, 0.03156771, 0.93068755]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,socioeco,steered,0,low,0.0,8,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.15497845, 0.13050492, 0.7145167]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,socioeco,steered,0,low,1.0,8,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.17536977, 0.12899424, 0.69563591]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,socioeco,steered,0,low,3.0,8,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.21242885, 0.12746795, 0.6601032]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,socioeco,steered,0,low,5.0,8,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.23321575, 0.13777155, 0.6290127]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,socioeco,steered,0,low,7.0,8,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.25003448, 0.18097457, 0.56899089]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,socioeco,steered,0,low,9.0,8,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.29564026, 0.28375971, 0.42060006]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,socioeco,steered,0,low,13.0,8,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.35061201, 0.48487881, 0.16450916]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,socioeco,declared,1,mid,,8,I have middle socioeconomic status.,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.09047962, 0.0552551, 0.85426533]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,socioeco,steered,1,mid,0.0,8,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.15497845, 0.13050492, 0.7145167]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,socioeco,steered,1,mid,1.0,8,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.17860405, 0.14073659, 0.68065935]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,socioeco,steered,1,mid,3.0,8,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.23498344, 0.15729891, 0.60771763]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,socioeco,steered,1,mid,5.0,8,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.2754544, 0.18047108, 0.54407448]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,socioeco,steered,1,mid,7.0,8,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.27694389, 0.23676704, 0.48628905]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,socioeco,steered,1,mid,9.0,8,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.26587027, 0.31789446, 0.41623527]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,socioeco,steered,1,mid,13.0,8,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.25437334, 0.43059593, 0.31503069]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,socioeco,declared,2,high,,8,I have high socioeconomic status.,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.18651375, 0.08724666, 0.72623956]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,socioeco,steered,2,high,0.0,8,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.15497845, 0.13050492, 0.7145167]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,socioeco,steered,2,high,1.0,8,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.12202202, 0.1355947, 0.74238324]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,socioeco,steered,2,high,3.0,8,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.07349376, 0.1546773, 0.77182895]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,socioeco,steered,2,high,5.0,8,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.06726722, 0.17705251, 0.7556802]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,socioeco,steered,2,high,7.0,8,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.10147007, 0.1914314, 0.70709854]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,socioeco,steered,2,high,9.0,8,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.19301218, 0.2054604, 0.60152739]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2C_W36,socioeco,steered,2,high,13.0,8,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.45815429, 0.17941579, 0.36242989]","In general, do you think men or women would do a better job running a large bank or financial institution types of companies?",42
BETTERBIZ2F2E_W36,gender,declared,0,male,,7,I am a man.,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.19198278, 0.14086969, 0.66714746]","In general, do you think men or women would do a better job running a major hospital types of companies?",42
BETTERBIZ2F2E_W36,gender,steered,0,male,0.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.16869655, 0.15292645, 0.67837697]","In general, do you think men or women would do a better job running a major hospital types of companies?",42
BETTERBIZ2F2E_W36,gender,steered,0,male,1.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.1792852, 0.19738761, 0.6233272]","In general, do you think men or women would do a better job running a major hospital types of companies?",42
BETTERBIZ2F2E_W36,gender,steered,0,male,3.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.18765184, 0.27463633, 0.5377118]","In general, do you think men or women would do a better job running a major hospital types of companies?",42
BETTERBIZ2F2E_W36,gender,steered,0,male,5.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.23335969, 0.30435842, 0.46228185]","In general, do you think men or women would do a better job running a major hospital types of companies?",42
BETTERBIZ2F2E_W36,gender,steered,0,male,7.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.30932322, 0.2764644, 0.41421241]","In general, do you think men or women would do a better job running a major hospital types of companies?",42
BETTERBIZ2F2E_W36,gender,steered,0,male,9.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.39537644, 0.20066077, 0.40396279]","In general, do you think men or women would do a better job running a major hospital types of companies?",42
BETTERBIZ2F2E_W36,gender,steered,0,male,13.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.50254607, 0.12906452, 0.36838937]","In general, do you think men or women would do a better job running a major hospital types of companies?",42
BETTERBIZ2F2E_W36,gender,declared,1,female,,7,I am a woman.,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.04910032, 0.03075621, 0.92014354]","In general, do you think men or women would do a better job running a major hospital types of companies?",42
BETTERBIZ2F2E_W36,gender,steered,1,female,0.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.16869655, 0.15292645, 0.67837697]","In general, do you think men or women would do a better job running a major hospital types of companies?",42
BETTERBIZ2F2E_W36,gender,steered,1,female,1.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.15784577, 0.12639986, 0.71575439]","In general, do you think men or women would do a better job running a major hospital types of companies?",42
BETTERBIZ2F2E_W36,gender,steered,1,female,3.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.14129472, 0.12269905, 0.7360062]","In general, do you think men or women would do a better job running a major hospital types of companies?",42
BETTERBIZ2F2E_W36,gender,steered,1,female,5.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.16208661, 0.18802375, 0.64988965]","In general, do you think men or women would do a better job running a major hospital types of companies?",42
BETTERBIZ2F2E_W36,gender,steered,1,female,7.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.20881493, 0.3426007, 0.44858441]","In general, do you think men or women would do a better job running a major hospital types of companies?",42
BETTERBIZ2F2E_W36,gender,steered,1,female,9.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.2205402, 0.50977558, 0.26968426]","In general, do you think men or women would do a better job running a major hospital types of companies?",42
BETTERBIZ2F2E_W36,gender,steered,1,female,13.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.18463418, 0.68399233, 0.13137349]","In general, do you think men or women would do a better job running a major hospital types of companies?",42
BETTERBIZ2F2E_W36,age,declared,0,child,,7,I am a child.,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.15748867, 0.05971761, 0.7827937]","In general, do you think men or women would do a better job running a major hospital types of companies?",42
BETTERBIZ2F2E_W36,age,steered,0,child,0.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.16869655, 0.15292645, 0.67837697]","In general, do you think men or women would do a better job running a major hospital types of companies?",42
BETTERBIZ2F2E_W36,age,steered,0,child,1.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.18286689, 0.15988921, 0.65724397]","In general, do you think men or women would do a better job running a major hospital types of companies?",42
BETTERBIZ2F2E_W36,age,steered,0,child,3.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.22488616, 0.18923448, 0.58587927]","In general, do you think men or women would do a better job running a major hospital types of companies?",42
BETTERBIZ2F2E_W36,age,steered,0,child,5.0,7,,3,"[""A"", ""B"", ""C""]","[""Men would do a better job"", ""Women would do a better job"", ""No difference""]","[0.26439747, 0.244289, 0.49131349]","In general, do you think men or women would do a better job running a major hospital types of companies?",42
